year,month,day,U,匿名,C,author_total,信報網,星島日報網,香港經濟日報網,香港經濟日報(即時新聞),東方報業集團,新城廣播有限公司,香港01,雅虎(香港),巴士的報,頭條日報網,星島頭條網,HKExnews 披露易,新浪網(香港),Line Today,經濟通,中國評論新聞網,阿思達克財經網,Facebook香港,Instagram香港,YouTube 香港,publisher_total,keywords_total,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2
2021,4,29,33,0,7,40,6,0,14,3,1,1,0,1,0,0,1,0,0,0,1,2,3,6,1,0,40,159,green,15,ESG,12,Kong,11
2021,5,6,44,0,14,58,7,0,7,0,2,0,3,3,0,0,0,0,0,1,16,0,5,14,0,0,58,186,investors,21,China,20,year,17
2021,5,13,34,0,13,47,10,0,6,0,2,0,0,4,0,0,0,0,0,0,6,0,6,12,1,0,47,196,green,15,ESG,14,market,13
2021,5,20,25,0,12,37,5,0,14,1,0,0,0,4,0,0,0,0,0,0,0,0,1,12,0,0,37,159,ESG,16,more,12,also,11
2021,5,27,65,0,13,78,13,0,24,5,1,3,1,7,0,0,0,0,0,0,5,0,6,12,0,1,78,215,ESG,49,will,29,more,23
2021,6,3,28,0,10,38,4,0,14,1,0,0,0,1,0,0,2,0,0,0,1,5,0,10,0,0,38,144,ESG,25,will,15,more,11
2021,6,10,51,0,17,68,5,2,16,1,1,0,1,3,2,2,1,0,0,0,17,0,0,16,0,1,68,184,will,34,ESG,30,Kong,21
2021,6,17,59,0,8,67,13,0,23,1,1,0,0,3,0,0,0,0,0,0,14,4,0,8,0,0,67,178,ESG,27,more,18,green,16
2021,6,24,26,0,12,38,2,0,8,3,1,0,2,1,0,0,0,0,0,0,4,1,4,6,0,6,38,149,ESG,15,will,11,sustainable,9
2021,7,1,41,0,9,50,2,0,12,2,3,3,1,5,3,0,1,0,0,0,3,0,6,8,1,0,50,162,ESG,40,fund,17,Kong,17
2021,7,8,52,0,14,66,6,1,21,2,1,0,2,7,1,1,0,0,0,0,3,0,7,12,1,1,66,202,ESG,34,will,22,more,21
2021,7,15,62,0,11,73,2,2,31,7,0,0,1,3,1,2,1,0,0,0,8,0,4,9,1,1,73,170,Fund,32,Greater,28,Bay,28
2021,7,22,29,0,8,37,4,0,11,2,2,0,0,6,0,0,0,0,0,0,1,1,2,8,0,0,37,194,ESG,12,will,9,Investment,8
2021,7,29,87,0,16,103,8,3,30,6,3,3,1,0,3,2,3,0,0,1,17,0,7,14,1,1,103,229,ESG,52,financial,39,market,34
2021,8,5,27,0,10,37,4,4,5,2,3,0,0,0,0,1,0,0,0,1,4,3,0,8,2,0,37,172,ESG,16,will,9,Kong,8
2021,8,12,48,0,12,60,3,3,17,1,3,0,0,3,2,0,2,0,0,2,5,3,4,11,1,0,60,175,ESG,34,Kong,25,investors,20
2021,8,19,68,0,14,82,4,0,4,0,1,3,1,9,0,0,0,0,0,0,45,0,1,12,0,2,82,182,year,48,growth,40,July,30
2021,8,26,57,0,10,67,8,3,11,0,1,0,0,5,0,3,0,0,0,0,19,3,4,9,1,0,67,206,ESG,25,sustainable,19,investors,17
2021,9,2,37,0,9,46,4,0,2,0,2,0,0,2,1,0,0,0,0,1,17,3,5,5,0,4,46,173,ESG,23,risk,18,corporate,11
2021,9,9,65,0,8,73,6,3,15,5,4,0,1,4,0,0,1,0,0,0,18,0,8,8,0,0,73,164,will,27,more,24,investors,21
2021,9,16,64,0,7,71,5,0,13,5,1,0,1,4,1,2,0,0,3,1,22,0,6,7,0,0,71,202,ESG,24,market,22,sustainable,22
2021,9,23,54,0,7,61,5,2,13,6,0,0,0,8,2,2,1,0,1,0,9,0,5,5,0,2,61,197,ESG,34,funds,16,China,15
2021,9,30,52,0,7,59,5,3,16,8,1,0,1,4,0,2,0,0,4,2,3,3,0,6,1,0,59,190,ESG,32,funds,19,carbon,15
2021,10,7,45,0,12,57,6,1,9,5,1,0,0,10,0,2,0,0,2,1,5,3,0,9,0,3,57,206,ESG,21,Kong,17,will,13
2021,10,14,50,0,16,66,10,2,7,4,1,0,0,9,0,3,0,0,6,1,3,0,4,12,2,2,66,248,will,28,more,23,investors,20
2021,10,21,109,0,17,126,9,9,26,9,1,0,3,12,4,3,4,0,9,1,8,5,6,13,3,1,126,299,ESG,47,will,37,year,32
2021,10,28,84,0,18,102,6,7,27,6,1,0,0,7,3,4,5,0,7,2,7,0,2,15,1,2,102,280,ESG,51,investors,35,financial,23
2021,11,4,102,0,18,120,11,2,31,12,2,0,3,8,2,3,1,0,8,3,13,0,3,16,2,0,120,345,ESG,58,more,23,will,22
2021,11,11,74,0,11,85,5,12,14,5,1,0,1,1,6,5,4,0,0,1,19,0,0,9,2,0,85,263,will,30,ESG,23,Asia,17
2021,11,18,55,0,11,66,4,0,14,3,2,0,3,2,0,0,0,0,1,3,21,0,2,11,0,0,66,206,energy,26,sustainable,22,development,21
2021,11,25,63,0,16,79,4,3,15,3,0,0,1,3,3,4,0,0,2,1,24,0,0,12,2,2,79,221,will,37,China,30,market,24
2021,12,2,84,0,20,104,2,9,33,10,0,0,5,3,5,4,0,0,4,2,3,0,4,16,2,2,104,255,ESG,37,Kong,30,year,29
2021,12,9,67,0,21,88,6,3,23,5,3,0,0,0,1,3,0,0,4,3,7,2,7,16,2,3,88,259,China,24,will,23,development,18
2021,12,16,110,0,12,122,7,8,45,13,1,0,0,2,3,5,1,0,3,1,16,0,5,11,0,1,122,250,ESG,39,will,32,inflation,30
2021,12,23,86,0,11,97,5,6,44,5,2,0,0,4,6,1,2,0,0,2,3,6,0,11,0,0,97,241,will,29,market,25,year,21
2021,12,30,46,0,10,56,4,5,13,7,1,0,0,2,1,1,0,0,5,2,5,0,0,7,0,3,56,175,insurance,16,will,15,Insurance,15
2022,1,6,1,0,17,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,2,18,91,Investment,7,Financial,6,2022,5
2022,1,13,100,0,10,110,5,5,27,10,1,6,1,1,3,6,3,0,3,7,16,3,3,9,1,0,110,229,ESG,40,will,37,HSBC,26
2022,1,20,49,0,5,54,3,0,18,3,1,0,0,6,0,0,0,0,1,1,11,1,4,4,1,0,54,187,will,19,year,17,more,15
2022,1,27,95,0,11,106,6,11,20,9,2,3,1,4,3,6,4,0,0,3,11,3,9,9,0,2,106,229,new,43,will,38,generation,31
2022,2,3,29,0,6,35,2,3,9,6,0,0,0,1,1,2,2,0,0,0,3,0,0,4,1,1,35,143,year,14,will,14,market,12
2022,2,10,46,0,6,52,7,0,12,3,2,0,0,3,0,0,0,0,0,2,8,2,7,6,0,0,52,143,China,23,development,18,ESG,15
2022,2,17,51,0,17,68,5,2,17,8,2,0,0,4,2,3,1,0,0,3,2,2,0,15,1,1,68,205,ESG,46,Kong,22,market,20
2022,2,24,65,0,22,87,5,0,18,12,2,0,0,2,0,1,0,0,0,2,23,0,0,17,0,5,87,258,ESG,41,market,36,will,32
2022,3,3,93,0,24,117,7,5,25,13,2,3,0,1,2,2,3,0,0,4,13,5,8,20,1,3,117,293,will,32,ESG,27,billion,23
2022,3,10,67,0,13,80,5,0,23,5,1,0,4,1,0,0,0,0,0,1,13,9,5,12,0,1,80,234,will,29,ESG,25,development,22
2022,3,17,26,0,9,35,2,0,7,2,1,0,0,0,1,2,2,0,0,1,8,0,0,9,0,0,35,148,will,12,market,11,Kong,11
2022,3,24,41,0,12,53,8,2,7,3,1,0,3,3,1,1,0,0,1,1,10,0,0,9,1,2,53,195,ESG,20,will,14,market,12
2022,3,31,19,0,10,29,2,0,3,0,0,6,0,4,1,0,0,0,0,0,3,0,0,7,1,2,29,135,ESG,10,more,10,also,7
2022,4,7,32,0,15,47,3,0,10,3,0,0,1,0,0,0,0,0,0,0,12,3,0,11,0,4,47,205,ESG,22,will,13,year,9
2022,4,14,19,0,15,34,2,0,5,6,2,0,0,0,0,0,0,0,0,2,2,0,0,14,0,1,34,165,ESG,11,will,9,market,8
2022,4,21,22,0,5,27,4,1,4,5,1,0,0,3,1,1,2,0,0,0,0,0,0,5,0,0,27,101,will,14,ESG,11,carbon,9
2022,4,28,97,0,17,114,7,7,17,16,4,0,0,3,4,1,5,0,0,0,12,5,16,15,1,1,114,277,ESG,46,Kong,34,will,31
2022,5,5,59,0,7,66,5,2,6,3,2,0,2,3,1,1,0,0,4,0,7,6,17,6,1,0,66,186,ESG,19,company,17,green,17
2022,5,12,27,0,10,37,1,3,8,4,1,0,0,2,1,0,2,0,0,0,5,0,0,10,0,0,37,171,ESG,16,sustainable,10,will,9
2022,5,19,56,0,13,69,5,2,12,15,1,0,0,1,0,0,1,0,0,0,13,4,2,12,1,0,69,213,ESG,31,will,27,green,20
2022,5,26,35,0,25,60,7,0,7,2,2,0,0,0,0,0,0,0,0,0,9,8,0,21,1,3,60,249,ESG,23,will,14,market,13
