year,month,day,U,匿名,C,author_total,信報網,星島日報網,香港經濟日報網,香港經濟日報(即時新聞),東方報業集團,新城廣播有限公司,香港01,雅虎(香港),巴士的報,頭條日報網,星島頭條網,HKExnews 披露易,新浪網(香港),Line Today,經濟通,中國評論新聞網,阿思達克財經網,Facebook香港,Instagram香港,YouTube 香港,publisher_total,keywords_total,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2
2021,1,28,11,0,1,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,12,30,ESG,11,Information,10,title,10
2021,2,4,9,0,1,10,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,10,46,Information,6,title,6,stock,6
2021,2,11,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,12,title,6,stock,6,Financial,6
2021,2,18,6,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,6,20,title,5,Annual,5,stock,5
2021,2,25,9,0,1,10,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,1,0,10,40,ESG,8,title,7,stock,7
2021,3,4,9,0,0,9,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,9,29,Financial,8,title,7,stock,7
2021,3,11,26,0,0,26,2,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,26,43,ESG,23,title,22,stock,22
2021,3,18,32,0,2,34,2,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,1,1,0,34,62,ESG,27,Information,26,title,26
2021,3,25,55,0,4,59,2,0,0,0,0,0,1,1,1,0,0,50,0,0,0,0,0,2,1,1,59,83,Information,50,title,50,stock,50
2021,4,1,138,0,1,139,12,0,0,0,0,0,0,3,1,0,0,122,0,0,0,0,0,1,0,0,139,102,ESG,126,Information,122,title,122
2021,4,8,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,44,12,title,44,stock,44,Financial,44
2021,4,15,168,0,1,169,2,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,1,0,0,169,37,title,166,stock,166,Financial,166
2021,4,22,429,0,4,433,5,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,3,1,0,433,70,title,424,stock,424,Financial,424
2021,4,29,700,0,1,701,4,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,1,0,0,701,42,ESG,697,Information,696,title,696
2021,5,6,100,0,0,100,11,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,100,50,Information,89,title,89,stock,89
2021,5,13,20,0,1,21,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,21,28,Information,19,title,19,stock,19
2021,5,20,38,0,3,41,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,1,0,41,52,Information,34,title,34,stock,34
2021,5,27,69,0,2,71,6,0,1,0,0,0,0,1,0,0,0,61,0,0,0,0,0,1,1,0,71,65,ESG,62,Information,61,title,61
2021,6,3,111,0,0,111,13,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,111,61,ESG,100,Information,98,title,98
2021,6,10,39,0,2,41,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,2,0,0,41,46,Information,37,title,37,ESG,37
2021,6,17,25,0,2,27,3,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,2,0,0,27,56,Information,21,title,21,stock,21
2021,6,24,26,0,2,28,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,28,40,Information,25,title,25,stock,25
2021,7,1,86,0,3,89,10,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,3,0,0,89,75,ESG,77,Information,76,title,76
2021,7,8,53,0,4,57,2,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,4,0,0,57,61,Information,50,title,50,stock,50
2021,7,15,102,0,7,109,3,0,0,0,0,0,0,2,0,0,0,97,0,0,0,0,0,4,0,3,109,87,title,97,stock,97,Financial,97
2021,7,22,126,0,6,132,3,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,4,2,0,132,66,title,123,stock,123,Financial,123
2021,7,29,231,0,2,233,3,0,1,1,0,0,0,0,0,0,0,225,0,0,1,0,0,2,0,0,233,59,title,225,stock,225,Financial,225
2021,8,5,101,0,0,101,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,101,19,Information,101,title,101,stock,101
2021,8,12,12,0,1,13,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,13,28,2021,11,Information,11,title,11
2021,8,19,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,16,Information,19,title,19,stock,19
2021,8,26,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,16,Information,40,title,40,stock,40
2021,9,2,93,0,0,93,1,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,93,23,Information,92,title,92,stock,92
2021,9,9,139,0,18,157,0,0,0,0,1,0,0,0,0,0,0,138,0,0,0,0,0,11,6,1,157,91,title,138,stock,138,Financial,138
2021,9,16,216,0,2,218,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,2,0,0,218,34,title,216,stock,216,Financial,216
2021,9,23,244,0,0,244,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,244,16,title,244,stock,244,Financial,244
2021,9,30,268,0,2,270,0,0,0,0,0,0,0,0,0,0,0,265,3,0,0,0,0,1,1,0,270,37,title,265,stock,265,Financial,265
2021,10,7,25,0,6,31,2,0,3,4,0,3,2,0,0,0,0,9,2,0,0,0,0,6,0,0,31,109,Kong,12,2021,11,development,10
2021,10,14,28,0,20,48,3,0,0,5,0,0,0,0,0,0,0,12,8,0,0,0,0,11,9,0,48,181,2021,15,Kong,13,Financial,13
2021,10,21,35,0,1,36,0,0,0,0,0,0,0,1,0,0,0,30,3,1,0,0,0,1,0,0,36,49,title,30,stock,30,Financial,30
2021,10,28,61,0,0,61,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,61,24,Information,59,title,59,stock,59
2021,11,4,18,0,1,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,1,0,0,19,30,Information,16,title,16,stock,16
2021,11,11,9,0,1,10,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,10,37,title,7,stock,7,Financial,7
2021,11,18,15,0,1,16,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,16,43,Information,11,title,11,stock,11
2021,11,25,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,15,title,12,stock,12,Financial,12
2021,12,2,35,0,0,35,3,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,35,40,title,31,stock,31,Financial,31
2021,12,9,20,0,0,20,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,20,29,title,18,Interim,18,stock,18
2021,12,16,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,62,13,title,62,stock,62,Financial,62
2021,12,23,64,0,3,67,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,2,0,2,0,1,67,58,ESG,64,title,61,stock,61
2021,12,30,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,14,title,20,stock,20,Financial,20
2022,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0
2022,1,13,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,14,Information,5,title,5,stock,5
2022,1,20,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,21,ESG,4,title,3,stock,3
2022,1,27,13,0,2,15,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,2,0,0,15,39,Information,12,title,12,stock,12
2022,2,3,15,0,1,16,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,16,30,title,15,stock,15,Information,14
2022,2,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,Information,3,title,3,stock,3
2022,2,17,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,21,title,3,stock,3,Financial,3
2022,2,24,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,7,23,title,6,stock,6,Financial,6
2022,3,3,8,0,0,8,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,31,title,6,stock,6,Financial,6
2022,3,10,13,0,0,13,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,21,title,12,stock,12,Financial,12
2022,3,17,37,0,5,42,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,4,0,42,57,title,34,stock,34,Financial,34
2022,3,24,62,0,0,62,2,0,0,1,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,62,39,ESG,60,title,59,stock,59
2022,3,31,146,0,3,149,10,0,0,0,0,0,0,2,0,0,0,133,0,1,0,0,0,3,0,0,149,86,ESG,138,title,133,stock,133
2022,4,7,71,0,2,73,5,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,2,0,0,73,56,Information,66,title,66,stock,66
2022,4,14,184,0,3,187,2,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,1,1,1,187,45,title,182,stock,182,Financial,182
2022,4,21,171,0,3,174,3,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,1,1,1,174,50,title,168,stock,168,Financial,168
2022,4,28,1117,0,3,1120,18,0,0,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,3,0,0,1120,103,ESG,1101,Information,1100,title,1099
2022,5,5,233,0,1,234,13,0,0,0,0,0,0,1,0,0,0,219,0,0,0,0,0,1,0,0,234,73,ESG,220,Information,219,title,219
2022,5,12,46,0,5,51,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2,3,0,51,40,title,46,stock,46,Financial,46
2022,5,19,74,0,2,76,4,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,2,0,0,76,40,Information,70,title,70,stock,70
2022,5,26,125,0,3,128,6,0,0,0,0,0,0,0,0,0,0,118,0,0,1,0,0,1,2,0,128,55,title,118,stock,118,Information,117
2022,6,2,485,0,1,486,46,0,0,0,0,0,0,1,0,0,0,437,0,0,0,0,1,1,0,0,486,151,ESG,439,title,437,stock,437
2022,6,9,10,0,3,13,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,13,52,ESG,9,title,8,stock,8
2022,6,16,14,0,3,17,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,2,1,0,17,42,ESG,14,Information,13,title,13
2022,6,23,11,0,3,14,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,3,0,0,14,57,2022,8,title,7,stock,7
2022,6,30,17,0,1,18,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,18,26,Information,17,title,17,stock,17
2022,7,7,20,0,0,20,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,20,25,Information,19,title,19,stock,19
2022,7,14,41,0,0,41,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,41,23,title,40,stock,40,Financial,40
2022,7,21,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,90,22,Information,90,title,90,stock,90
2022,7,28,185,0,0,185,2,0,2,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,185,39,Information,181,title,181,stock,181
2022,8,4,42,0,0,42,0,0,5,0,0,0,0,1,0,0,0,32,1,0,0,3,0,0,0,0,42,72,ESG,34,Information,32,title,32
2022,8,11,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,15,Information,13,title,13,stock,13
2022,8,18,32,0,0,32,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,3,0,0,0,0,32,32,title,28,stock,28,Financial,28
2022,8,25,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,15,title,29,stock,29,Financial,29
2022,9,1,146,0,0,146,5,0,2,0,0,0,0,0,0,0,0,138,1,0,0,0,0,0,0,0,146,50,Information,138,title,138,stock,138
2022,9,8,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,97,13,title,97,stock,97,Financial,97
2022,9,15,159,0,0,159,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,159,17,title,159,stock,159,Financial,159
2022,9,22,276,0,0,276,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,276,15,title,276,stock,276,Financial,276
2022,9,29,332,0,0,332,4,1,0,0,0,3,0,4,2,0,1,315,0,2,0,0,0,0,0,0,332,48,Financial,316,title,315,stock,315
2022,10,6,22,0,0,22,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,22,18,title,21,Interim,21,stock,21
2022,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0
